82,coach ranieri sacked by valencia claudio ranieri has been sacked as valencia coach just eight months after taking charge at the primera liga club for the second time in his career.  the decision was taken at a board meeting following the side s surprise elimination from the uefa cup.  we understand  and he understands  that the results in the last few weeks have not been the most appropriate   said club president juan bautista. former assistant antonio lopez will take over as the new coach. italian ranieri took over the valencia job in june 2004 having been replaced at chelsea by jose mourinho.  things began well but the spanish champions extended their winless streak to six after losing to racing santander last weekend. that defeat was then followed by a uefa cup exit at the hands of steaua bucharest. ranieri first took charge of valencia in 1997  guiding them to the king s cup and helping them to qualify for the champions league. the 54-year-old then moved to atletico madrid in 1999  before joining chelsea the following year.,sport
91,slovakia reach hopman cup final slovakia will play argentina in the final of the hopman cup after beating group b rivals the netherlands 3-0.  daniela hantuchova defeated michaella krajicek 6-4 6-2 to give the slovaks the perfect start before dutchman peter wessels retired against dominik hrbaty. wessels was unable to compete in the mixed doubles but slovakia had already booked their place in the final for the second year running. argentina claimed top spot in group a with three wins from three matches. in the other group b match  the united states defeated australia 2-1.  meghann shaughnessy lost the opening match against alicia molik but james blake levelled the tie with a 6-3 6-4 win over paul baccanello  who came in as a replacement for the injured mark philippoussis. blake and shaughnessy then beat molik and baccanello in a tense mixed doubles contest to take the win. hantuchova  who did not win a hopman cup singles match in 2004  has been in good form during this year s event and has won two of her three matches.  i feel like it s really deserved this time as i ve helped dominik to get through   she said.  i think if i keep going the way i have been in the past few matches then i will be okay.  i was really pleased with my last two singles  even the first one  which was a really high standard.  you can t ask for a better preparation than to play a few matches here for the australian open.,sport
92,solskjaer raises hopes of return manchester united striker ole gunnar solskjaer said he hoped to return next season following a career-threatening injury to his right knee.  the 31-year-old norway international had surgery in sweden in august to transplant cartilage into the joint.  i m in no doubt that i ll play again   solskjaer told aftenposten daily.  the problem will be the speed but we re talking about eight months  time. it s going as it should with the knee. i m slavishly following a programme.  solskjaer last played for united as a late substitute in may s fa cup final win over millwall. his contract with united runs out in 2006  by which time he will have been at the premier league club for 10 years.,sport
94,south africa sweep top awards south africa s schalk burger was named player of the year as the tri-nations champions swept the top honours at the international rugby board s awards.  the flanker topped a list which included ireland star gordon d arcy and australian sensation matt giteau. jake white claimed the coaching award while his side held off grand slam winners france to take the team award. england player simon amor beat team-mate ben gollings and argentine lucio lopez fleming to win the sevens award. burger s award came just a week after he won the equivalent prize from his fellow international players and white  who also coached burger at under-21 level  paid tribute to him.  schalk s emergence as a major force has meant a lot to south african rugby  but has also influenced world rugby   said white.  he s become to south african rugby what jonty rhodes was to south african cricket. it s amazing what he has achieved in such a short time so far in his international career.  amor  who will captain england in this season s opening irb sevens tournament  the dubai sevens  which start on thursday  was delighted with his award.  there are so many great sevens players on the circuit at the moment that this is a genuine honour   said the gloucester fly-half.,sport
96,dent continues adelaide progress american taylor dent reached the final of the australian hardcourt event in adelaide with a crushing 6-1 6-1 win over argentine juan ignacio chela.  dent will meet swede joachim johansson on sunday after the second seed survived a tense tie-break to defeat belgium s olivier rochus 6-1 7-6 (7/5). johansson  the boyfriend of lleyton hewitt s sister jaslyn  received strong crowd support on saturday.  it feels like home for me  because jaslyn lives here   said johansson. rochus was leading 5-4 in the second set tiebreak but his concentration was ruffled by a disputed line call and the match slipped away.  it was so close - one mistake like this and the match is over  it s tough. for me  it was clearly out   rochus said.,sport
98,ireland win eclipses refereeing  errors  the international rugby board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.  it may have to go the whole way and have nfl-style video cameras all over the field  or slap the vociferous perpetrators over the knuckles. what the irb does not want is a football scenario where the verbal slanging matches often overshadow the game itself. sunday s explosive six nations clash at lansdowne road was a good example as ireland took another step towards their first grand slam since 1948. the game was as exciting as it comes  with a much-improved england side enraged at a few decisions that did not go their way. one can understand that frustration. there was no doubt that ireland had the rub of the green in their 19-13 victory  but the reaction from the england camp may not have endeared them to the sport s  blazers . referee jonathan kaplan was not perfect by any means and two decisions in particular made him the villain of the piece. i doubt whether kaplan would have been too pleased at the comments made. after all  he has no public recourse to criticism.  it was the same for simon mcdowell  the touch judge who was heavily criticised by scotland coach matt williams after their defeat against france. as far as england were concerned  there were queries over mark cueto s first half-effort when he went over in the corner from a charlie hodgson kick.  england coach andy robinson referred to a similar case at ravenhill in january when ulster were playing gloucester in the heineken cup. on that occasion  david humphreys kicked to tommy bowe  who touched down in the corner only for the try to be wiped out. but you cannot have cameras at every conceivable angle to pick up such anomalies. perhaps robinson was right to say the referee should have gone upstairs when josh lewsey was driven over the irish line near the end.  lewsey claims he touched it down and was in full control. however  one has to credit ireland flanker johnny o connor for cleverly scooping the ball away and blocking any evidence of a touchdown. but in rugby  everything tends to even out over the 80 minutes. the referee also missed england s danny grewcock taking out ronan o gara off the ball to allow martin corry a sunday stroll to the line. those were the stand-out moments in a classic game between the two old foes.  but there were many more  and one should not take away from those. brian o driscoll s winning try was as well-conceived as they come  while charlie hodgson s brilliant kicking display was another highlight. and ronan o gara s tremendous ability to control the game was also a crucial component. but the defining moments came with ireland under the cosh in the final 15 minutes. two outstanding pieces of defensive play denied england and allowed ireland to hold on. the first was denis hickie s brilliant double tackle in the right-hand corner. he gobbled up cueto from another hodgson cross-field kick  then regained his feet to stop lewsey from scoring a certain try. ireland s second-row colossus paul o connell was equally superb. england had turned ireland one way then the other  and the defence cordon was slowly disintegrating. england prop matt stevens ran in at full steam to suck in a few more tacklers. unfortunately he ran into o connell who hit him hard - very hard - and then wrestled the ball away for a crucial turnover. that spoke volumes about ireland s back-foot display  with defensive coach mike ford taking a bow at the end. to win a game like that showed that ireland have moved forward. it may be tries that win games  but it is defence that wins championships.,sport
102,mauresmo opens with victory in la amelie mauresmo and maria sharapova won their opening matches at the tour championships in los angeles.  france s mauresmo routed vera zvonareva 6-1 6-0  while wimbledon champion sharapova was a 6-1 6-4 winner over fellow russian svetlana kuznetsova. american serena williams also won  edging russian elena dementieva 7-6 7-5 for her second victory of the event. the event is split into two groups of four with the top two from each advancing to the semi-finals.  mauresmo s win was her ninth in a row as she tries to overtake lindsay davenport for the number one spot. mauresmo spent five weeks at number one after the us open before injury ushered davenport back in front.  since then  i feel very confident on court and my game is there. i want to get the ranking back  but it s very different than before i was number one.  it was an obsession  but now i take it in a relaxed way.  mauresmo completed her first match in the season-ending championship in 54 minutes as russia s zvonareva struggled to return her serve and failed to achieve a single break point.   she got mad a little bit and i played some great tennis   said mauresmo  who was runner-up to kim clijsters in last year s final. zvonareva has lost both her games so far  having crashed 6-2 6-4 kuznetsova in the staples centre on wednesday.  sometimes not everything works   she said.  it was lots of pressure. maybe that is why i couldn t do 100%. but i was fighting.  sharapova  who lost 6-2 6-2 to kuznetsova in beijing in september  said:  in beijing  she was coming off such a big winning streak [14 matches] and she was unstoppable.  this time  it was important to start off well and put some pressure on her.  the tournament debutant added:  i love it here. the atmosphere is great.  to be here where the lakers play  you just feel that excitement. i love basketball.  williams admitted she is still some way off her best form but remained positive after two wins in two days.  it s hard to go out there and get it right but i m fighting and i m hoping   said williams.  what makes me happy is the effort. i had a really good effort today.  i m trying to add new dimensions to my game.,sport
115,beckham relief as real go through david beckham expressed his relief at real madrid s passage to the champions league knockout phase.  after real s 3-0 win at roma  the england skipper admitted another season of under-achievement would not be tolerated at the bernabeu stadium. beckham said:  it s expected of madrid to get through  but it s a relief for the club and players to have won.  we lost momentum last season but we cannot afford to to go another season without winning anything.  real s finish as runners-up in their champions league group means they cannot face his old club manchester united in the next round. but real could be drawn against other premiership hopefuls  arsenal or chelsea  who won their respective groups.  it s going to be great whoever we play  even if we don t get either of the two english teams.,sport
119,chelsea denied by james heroics a brave defensive display  led by keeper david james  helped manchester city hold the leaders chelsea.  after a quiet opening  james denied damien duff  jiri jarosik and mateja kezman  while paul bosvelt cleared william gallas  header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard s free-kick and superbly tipped the same player s volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea - deprived of arjen robben and didier drogba through injury - struggled to pose much of a threat. indeed  it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wright-phillips - watched by england boss sven-goran eriksson - showed his customary trickery to burst into the right of the area and deliver a dangerous ball  which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first  duff got round ben thatcher and blasted in a shot that james parried to kezman  who turned the ball wide.  soon afterwards  jarosik found space in the area to powerfully head lampard s corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman s fierce drive before bosvelt and james combined to clear gallas  header from duff s corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wright-phillips raced down the left and crossed to fowler but city s lone man up front  left free by terry s slip  contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first  although james was forced to divert a cross from the lively duff away from eidur gudjohnsen s path. there was a nasty moment for petr cech  looking for a ninth straight clean sheet in the league  when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed  which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge  this time from richard dunne in time added on  prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard s volley round the post.  cech  paulo ferreira  gallas  terry  bridge  jarosik (tiago 56)  lampard  makelele  duff  gudjohnsen  kezman (cole 63).  subs not used: johnson  smertin  cudicini.  makelele  gudjohnsen.  james  mills  distin  dunne  thatcher  shaun wright-phillips  bosvelt  barton  sibierski (mcmanaman 85)  musampa  fowler.  subs not used: macken  weaver  onuoha  jordan.  bosvelt.  42 093  h webb (s yorkshire).,sport
120,chelsea sack mutu chelsea have sacked adrian mutu after he failed a drugs test.  the 25-year-old tested positive for a banned substance - which he later denied was cocaine - in october. chelsea have decided to write off a possible transfer fee for mutu  a £15.8m signing from parma last season  who may face a two-year suspension. a statement from chelsea explaining the decision read: we want to make clear that chelsea has a zero tolerance policy towards drugs.  mutu scored six goals in his first five games after arriving at stamford bridge but his form went into decline and he was frozen out by coach jose mourinho. chelsea s statement added:  this applies to both performance-enhancing drugs or so-called  recreational  drugs. they have no place at our club or in sport.  in coming to a decision on this case  chelsea believed the club s social responsibility to its fans  players  employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.  any player who takes drugs breaches his contract with the club as well as football association rules.  the club totally supports the fa in strong action on all drugs cases.  fifa s disciplinary code stipulates that a first doping offence should be followed by a six-month ban. and the sport s world governing body has re-iterated their stance over mutu s failed drugs test  maintaining it is a matter for the domestic sporting authorities.  fifa is not in a position to make any comment on the matter until the english fa have informed us of their disciplinary decision and the relevant information associated with it   said a fifa spokesman. chelsea s move won backing from drug-testing expert michelle verroken. verroken  a former director of drug-free sport for uk sport  insists the blues were right to sack mutu and have enhanced their reputation by doing so.  chelsea are saying quite clearly to the rest of their players and their fans that this is a situation they are not prepared to tolerate.  it was a very difficult decision for them and an expensive decision for them but the terms of his contract were breached and it was the only decision they could make.  it is a very clear stance by chelsea and it has given a strong boost to the reputation of the club.  it emerged that mutu had failed a drugs test on october 18 and  although it was initially reported that the banned substance in question was cocaine. the romanian international later suggested it was a substance designed to enhance sexual performance. the football association has yet to act on mutu s failed drugs test and refuses to discuss his case.,sport
128,benitez deflects blame from dudek liverpool manager rafael benitez has refused to point the finger of blame at goalkeeper jerzy dudek after portsmouth claimed a draw at anfield.  dudek fumbled a cross before lomana lualua headed home an injury-time equaliser  levelling after steven gerrard put liverpool ahead. benitez said:  it was difficult for jerzy. it was an unlucky moment.  he was expecting a cross from matthew taylor and it ended up like a shot  so i don t blame him for what happened.  benitez admitted it was a costly loss of two points by liverpool  who followed up their derby defeat against everton with a disappointing draw. he said:  we had many opportunities but didn t score and  in the end  a 1-0 lead was not enough.  if you don t have any chances you have to think of other things  but when you are creating so many chances as we are there is nothing you can say to the players. it was a pity.  we lost two points  but we have one more point in the table. now we have another difficult game against newcastle and we have to recover quickly from that.,sport
130,williams battles to aussie title serena williams staged a remarkable recovery to beat lindsay davenport and win her second australian open title.  the 2003 champion claimed her seventh grand slam title  and her first since wimbledon in 2003  2-6 6-3 6-0. williams had looked close to quitting with a rib injury when she left the court for treatment after five games. she quickly dropped the first set but from 3-3 in the second found another gear as davenport s game collapsed  allowing williams to take the title. williams later explained her injury problem  saying it was the result of lunging for a ball early in the first set.  lindsay had me on the run out wide on my backhand and my back went but eventually i was able to come back  thank goodness   she said. davenport paid tribute to williams  saying:  she s had a tough couple of years and she s come back like a champion.   the 23-year-old former world number one was in desperate trouble in the early stages as the injury hampered her service action. davenport took advantage to race through the opening set and held six break points in game five of the second.  i kept thinking to myself  i m not losing this game   said williams afterwards.   i don t care if my arm falls off  i m not losing this game . and i guess that s what happened.  i didn t want to lose that particular game because it would have given her a lot of momentum  and a lot of confidence.  despite letting the break points slip away davenport looked comfortable enough at 3-3  but from 40-0 up she just folded. williams won nine consecutive points for the set and powered through the decider as a lacklustre davenport looked to have run out of energy after a gruelling two weeks.  i felt like i was playing well and in control pretty much of the match   said davenport.  then i just had that horrible lapse  i think serving up 40-0  and made a few errors and opened up the door for her and she just kept going through it.  at the end i think i was a little bit fatigued but she took advantage of it and kept going - she s a great frontrunner when she gets going.,sport
147,clyde 0-5 celtic celtic brushed aside clyde to secure their place in the scottish cup semi-final  but only after a nervy and testing first half.  the home side s craig bryson had a goal chopped off before stan varga headed celtic into the lead. alan thompson scored from the penalty spot at the start of the second half after shaun maloney had been fouled. stilian petrov slid in a third  varga tapped in his second and craig bellamy completed the rout with a fine drive. bryn halliwell was the busier keeper early on  saving from bellamy  chris sutton and juninho. clyde had the ball in the net after half-an-hour through a tremendous strike from bryson  but the referee had already blown for a foul by petrov. from the resulting free kick  darren sheridan curled the ball round the celtic wall only for the post to deny him. back at the other end  halliwell did well to come off his line and block bellamy s effort to lift the ball over him. the keeper misjudged a corner that stephane henchoz headed wide  but a similar scenario five minutes before the break led to the opening goal. the ball was delivered from the left and halliwell was left floundering as varga glanced the ball into the net.  maloney replaced the injured sutton at half time and he marked his first competitive appearance after a year out injured by helping his side take a two-goal lead just after the break. the young striker fired a free kick straight into the clyde wall but as he collected the rebound  he was tripped by bryson and thompson converted the penalty. sheridan and bellamy were involved in something of a flare-up that led to both being booked after the intervention of the assistant referee. juninho brought out another good save from halliwell and then petrov saw a tremendous effort come off the top of the bar. but petrov and juninho combined brilliantly to allow the bulgarian to make it 3-0 on the hour mark - a quick one-two giving him the time and space to steer the ball past halliwell from 12 yards. varga got his second goal of the game as celtic drove home their advantage - thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out. celtic were utterly dominant by this stage and bellamy opened his scoring account for the club after a fine move involving aiden mcgeady  jackie mcnamara and maloney culminated in the welshman hammering the ball into the net. halliwell kept the deficit at five by pushing a mcgeady shot wide as the game petered out.  halliwell  mensing  bollan  balmer  potter  sheridan (burns 61)  arbuckle (gilhaney 61)  gibson  bryson (jones 78)  malone  harty.  morrison  wilson.  mensing  sheridan.  douglas  henchoz  mcnamara  balde  varga  juninho paulista  thompson  lennon (lambert 70)  sutton (maloney 45)  petrov (mcgeady 70)  bellamy.  marshall  laursen.  thompson  bellamy.  : varga 40  thompson 48 pen  petrov 60  varga 68  bellamy 72.  8 200  c thomson,sport
151,greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after failing to take drugs tests before the athens olympics.  athletics  ruling body the iaaf said explanations from the pair and their former coach as to why they missed the tests were  unacceptable . it added that kenteris and thanou had been  provisionally suspended pending the resolution of their cases . they face two-year bans if found guilty by the greek athletics federation. the suspension also covers the athletes  controversial coach  christos tzekos. kenteris  the 2000 olympic 200m champion  and thanou  the women s 100m silver medallist from the same games in sydney  also face a criminal hearing in greece over the missed tests. they failed to appear to give samples in chicago and tel aviv shortly before the athens games and again in athens on 12 august  the eve of the opening ceremony. greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. some medical staff have been charged with writing false medical reports. wednesday s statement said the greek federation (segas) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.   there will be a final right of appeal from the decision of the greek federation to the court of arbitration for sport   the iaaf said. tzekos insisted he and the runners had nothing to hide.  the iaaf s decision means nothing   he said.  we ll be presenting all our arguments to segas - we re innocent.,sport
