message,Y
german business confidence slides german business confidence fell in february knocking hopes of a speedy recovery in europe s largest economy,1
gm  ford cut output as sales fall us car firms general motors (gm) and ford have been forced to cut production in the face of falling car sales,1
orange colour clash set for court a row over the colour orange could hit the courts after mobile phone giant orange launched action against a new mobile venture from easyjet s founder,1
economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report,1
australia rates at four year high australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country s economy,1
chinese exports rise 25% in 2004 exports from china leapt during 2004 over the previous year as the country continued to show breakneck growth,1
arsenal  may seek full share listing  arsenal vice-chairman david dein has said the club may consider seeking a full listing for its shares on the london stock exchange,1
deutsche boerse set to  woo  lse bosses of deutsche boerse and the london stock exchange are to meet amid talk that a takeover bid for the lse will be raised to £1,1
the  ticking budget  facing the us the budget proposals laid out by the administration of us president george w bush are highly controversial,1
french suitor holds lse meeting european stock market euronext has met with the london stock exchange (lse) amid speculation that it may be ready to launch a cash bid,1
card fraudsters  targeting web  new safeguards on credit and debit card payments in shops has led fraudsters to focus on internet and phone payments  an anti-fraud agency has said,1
profits stall at china s lenovo profits at chinese computer firm lenovo have stood still amid slowing demand at home and stiffening competition,1
eu-us seeking deal on air dispute the eu and us have agreed to begin talks on ending subsidies given to aircraft makers  eu trade commissioner peter mandelson has announced,1
consumer spending lifts us growth us economic growth accelerated in the third quarter  helped by strong consumer spending  official figures have shown,1
brewers  profits lose their fizz heineken and carlsberg  two of the world s largest brewers  have reported falling profits after beer sales in western europe fell flat,1
s&n extends indian beer venture the uk s biggest brewer  scottish and newcastle (s&n)  is to buy 37,1
retail sales show festive fervour uk retail sales were better than expected in november as christmas shoppers began their seasonal flock to the high street  figures show,1
swiss cement firm in buying spree swiss cement firm holcim has bid $800m (£429m) to buy two indian cement firms and a holding company in the country,1
steady job growth continues in us the us created fewer jobs than expected in december  but analysts said that the dip in hiring was not enough to derail the world s biggest economy,1
boeing unveils new 777 aircraft us aircraft firm boeing has unveiled its new long-distance 777 plane  as it tries to regain its position as the industry s leading manufacturer,1
cairn energy in indian gas find shares in cairn energy rose 3,1
building giant in asbestos payout australian building products group james hardie has agreed to pay $1,1
soaring oil  hits world economy  the soaring cost of oil has hit global economic growth  although world s major economies should weather the storm of price rises  according to the oecd,1
nissan names successor to ghosn nissan has named a lifetime employee to run its operations after carlos ghosn  its highly successful boss  takes charge at renault,1
yukos seeks court action on sale yukos will return to a us court on wednesday to seek sanctions against baikal finance group  the little-known firm which has bought its main asset,1
quiksilver moves for rossignol shares of skis rossignol  the world s largest ski-maker  have jumped as much as 15% on speculation that it will be bought by us surfwear firm quiksilver,1
india s rupee hits five-year high india s rupee has hit a five-year high after standard & poor s (s&p) raised the country s foreign currency rating,1
lacroix label bought by us firm luxury goods group lvmh has sold its loss-making christian lacroix clothing label to a us investment group,1
two nigerian banks set to merge nigerian banks united bank of africa and standard trust bank have agreed plans to merge and create the biggest bank in west africa,1
takeover offer for sunderland fc bob murray  chairman of sunderland fc  has launched a £1,1
uk bank seals south korean deal uk-based bank standard chartered said it would spend $3,1
business fears over sluggish eu economy as european leaders gather in rome on friday to sign the new eu constitution  many companies will be focusing on matters much closer to home - namely how to stay in business,1
bank opts to leave rates on hold the bank of england has left interest rates on hold at 4,1
consumers drive french economy france s economic growth accelerated in the last three months of 2004  driven by consumer spending  a report shows,1
india s deccan gets more planes air deccan has signed a deal to acquire 36 planes from avions de transport regional (atr),1
yangtze electric s profits double yangtze electric power  the operator of china s three gorges dam  has said its profits more than doubled in 2004,1
ecb holds rates amid growth fears the european central bank has left its key interest rate unchanged at 2% for the 19th month in succession,1
aids and climate top davos agenda climate change and the fight against aids are leading the list of concerns for the first day of the world economic forum in the swiss resort of davos,1
senior fannie mae bosses resign the two most senior executives at us mortgage giant fannie mae have resigned after accounting irregularities were uncovered at the company,1
eu  too slow  on economic reforms most eu countries have failed to put in place policies aimed at making europe the world s most competitive economy by the end of the decade  a report says,1
market unfazed by aurora setback as the aurora limped back to its dock on 20 january  a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe,1
iraq to invite phone licence bids iraq is to invite bids for two telephone licences  saying it wants to significantly boost nationwide coverage over the next decade,1
japanese growth grinds to a halt growth in japan evaporated in the three months to september  sparking renewed concern about an economy not long out of a decade-long trough,1
nortel in $300m profit revision telecoms equipment maker nortel networks has sharply revised downwards its profits for the 2003 fiscal year,1
mcdonald s boss bell dies aged 44 charlie bell  the straight-talking former head of fast-food giant mcdonald s  has died of cancer aged 44,1
dollar hits new low versus euro the us dollar has continued its record-breaking slide and has tumbled to a new low against the euro,1
industrial revival hope for japan japanese industry is growing faster than expected  boosting hopes that the country s retreat back into recession is over,1
india widens access to telecoms india has raised the limit for foreign direct investment in telecoms companies from 49% to 74%,1
bush to get  tough  on deficit us president george w bush has pledged to introduce a  tough  federal budget next february in a bid to halve the country s deficit in five years,1
eu aiming to fuel development aid european union finance ministers meet on thursday to discuss proposals  including a tax on jet fuel  to boost development aid for poorer nations,1
wmc profits up amid bid criticism australian mining firm wmc resources has seen a fivefold rise in profits while continuing to be the target of a hostile takeover bid,1
firms pump billions into pensions employers have spent billions of pounds propping up their final salary pensions over the past year  research suggests,1
china suspends 26 power projects china has ordered a halt to construction work on 26 big power stations  including two at the three gorges dam  on environmental grounds,1
venezuela identifies  idle  farms venezuelan authorities have identified more than 500 farms  including 56 large estates  as idle as it continues with its controversial land reform policy,1
s korea spending boost to economy south korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy,1
s korean lender faces liquidation creditors of south korea s top credit card firm have said they will put the company into liquidation if its ex-parent firm fails to back a bail-out,1
slowdown hits us factory growth us industrial production increased for the 21st month in a row in february  but at a slower pace than in january  official figures show,1
peugeot deal boosts mitsubishi struggling japanese car maker mitsubishi motors has struck a deal to supply french car maker peugeot with 30 000 sports utility vehicles (suv),1
nasdaq planning $100m-share sale the owner of the technology-dominated nasdaq stock index plans to sell shares to the public and list itself on the market it operates,1
ask jeeves tips online ad revival ask jeeves has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes,1
monsanto fined $1,1
metlife buys up citigroup insurer us banking giant citigroup has sold its travelers life & annuity insurance arm to metlife for $11,1
train strike grips buenos aires a strike on the buenos aires underground has caused traffic chaos and large queues at bus stops in the argentine capital,1
mixed reaction to man utd offer shares in manchester united were up over 5% by noon on monday following a new offer from malcolm glazer,1
cairn shares slump on oil setback shares in cairn energy  a uk oil firm  have closed down 18% after a disappointing drilling update and a warning over possible tax demands,1
argentina closes $102,1
gm in crunch talks on fiat future fiat will meet car giant general motors (gm) on tuesday in an attempt to reach agreement over the future of the italian firm s loss-making auto group,1
brazil buy boosts belgium s inbev belgian brewing giant inbev has seen its profits soar thanks to its acquisition of brazil s biggest beer firm ambev last year,1
air jamaica back in state control the jamaican government is regaining control of air jamaica in an bid to help the ailing company out of its financial difficulties,1
bank payout to pinochet victims a us bank has said it will donate more than $8m to victims of former chilean military ruler augusto pinochet s regime under a madrid court settlement,1
economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report,1
pension hitch for long-living men male life expectancy is much higher than originally estimated  leading pension researchers have said,1
uk interest rates held at 4,1
businesses fail to plan for hiv companies fail to draw up plans to cope with hiv/aids until it affects 20% of people in a country  new research says,1
dollar gains on greenspan speech the dollar has hit its highest level against the euro in almost three months after the federal reserve head said the us trade deficit is set to stabilise,1
borussia dortmund near bust german football club and former european champion borussia dortmund has warned it will go bankrupt if rescue talks with creditors fail,1
russia wto talks  make progress  talks on russia s proposed membership of the world trade organisation (wto) have been  making good progress  say those behind the negotiations,1
uk  risks breaking golden rule  the uk government will have to raise taxes or rein in spending if it wants to avoid breaking its  golden rule   a report suggests,1
ukraine steel sell-off  illegal  the controversial sell-off of a ukrainian steel mill to a relative of the former president was illegal  a court has ruled,1
winter freeze keeps oil above $50 oil prices carried on rising on wednesday after cold weather on both sides of the north atlantic pushed us crude prices to four-month highs,1
iraq and afghanistan in wto talks the world trade organisation (wto) is to hold membership talks with both iraq and afghanistan,1
newest eu members underpin growth the european union s newest members will bolster europe s economic growth in 2005  according to a new report,1
lloyd s of london head chides fsa the head of lloyd s of london  the insurance market  has criticised britain s financial watchdog  the financial services authority (fsa),1
criminal probe on citigroup deals traders at us banking giant citigroup are facing a criminal investigation in germany over a controversial bond deal,1
india calls for fair trade rules india  which attends the g7 meeting of seven leading industrialised nations on friday  is unlikely to be cowed by its newcomer status,1
vw considers opening indian plant volkswagen is considering building a car factory in india  but said it had yet to make a final decision,1
oil prices fall back from highs oil prices retreated from four-month highs in early trading on tuesday after producers  cartel opec said it was now unlikely to cut production,1
bad weather hits nestle sales a combination of bad weather  rising raw material costs and the sluggish european economy has hit sales at swiss food and drink giant nestle,1
ge sees  excellent  world economy us behemoth general electric has posted an 18% jump in quarterly sales  and in profits  and declared itself  in great shape ,1
air china in $1bn london listing china s national airline is to make its overseas stock market debut with a dual listing in london and hong kong  the london stock exchange (lse) has said,1
us ahold suppliers face charges us prosecutors have charged nine food suppliers with helping dutch retailer ahold inflate earnings by more than $800m (£428m),1
fbi agent colludes with analyst a former fbi agent and an internet stock picker have been found guilty of using confidential us government information to manipulate stock prices,1
us to rule on yukos refuge call yukos has said a us bankruptcy court will decide whether to block russia s impending auction of its main production arm on thursday,1
qwest may spark mci bidding war us phone company qwest has said it will table a new offer for mci after losing out to larger rival verizon  setting the scene for a possible bidding war,1
gm pays $2bn to evade fiat buyout general motors of the us is to pay fiat 1,1
shares rise on new man utd offer shares in manchester united closed up 4,1
lufthansa flies back to profit german airline lufthansa has returned to profit in 2004 after posting huge losses in 2003,1
european losses hit gm s profits general motors (gm) saw its net profits fall 37% in the last quarter of 2004  as it continued to be hit by losses at its european operations,1
cuba winds back economic clock fidel castro s decision to ban all cash transactions in us dollars in cuba has once more turned the spotlight on cuba s ailing economy,1
german jobless rate at new record more than 5,1
lse  sets date for takeover deal  the london stock exchange (lse) is planning to announce a preferred takeover by the end of the month  newspaper reports claim,1
bp surges ahead on high oil price oil giant bp has announced a 26% rise in annual profits to $16,1
us budget deficit to reach $368bn the us budget deficit is set to hit a worse-than-expected $368bn (£197bn) this year  officials said on tuesday,1
india unveils anti-poverty budget india is to boost spending on primary schools and health in a budget flagged as a boost for the ordinary citizen,1
iranian mps threaten mobile deal turkey s biggest private mobile firm could bail out of a $3bn ($1,1
rank  set to sell off film unit  leisure group rank could unveil plans to demerge its film services unit and sell its media business  reports claim,1
q&a: malcolm glazer and man utd the battle for control of manchester united has taken another turn after the club confirmed it had received a fresh takeover approach from us business tycoon malcolm glazer,1
japan bank shares up on link talk shares of sumitomo mitsui financial (smfg)  and daiwa securities jumped amid speculation that two of japan s biggest financial companies will merge,1
macy s owner buys rival for $11bn us retail giant federated department stores is to buy rival may department stores for $11bn (£5,1
singapore growth at 8,1
jp morgan admits us slavery links thousands of slaves were accepted as collateral for loans by two banks that later became part of jp morgan chase,1
troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh & mclennan s shareholder transactions  the firm has said,1
marsh executive in guilty plea an executive at us insurance firm marsh & mclennan has pleaded guilty to criminal charges in connection with an ongoing fraud and bid-rigging probe,1
enron bosses in $168m payout eighteen former enron directors have agreed a $168m (£89m) settlement deal in a shareholder lawsuit over the collapse of the energy firm,1
russia gets investment blessing soaring oil sales and a budget surplus mean russian debt is no longer a risky investment  one of the world s leading credit rating agencies says,1
budget aston takes on porsche british car maker aston martin has gone head-to-head with porsche s 911 sports cars with the launch of its cheapest model yet,1
deutsche attacks yukos case german investment bank deutsche bank has challenged the right of yukos to claim bankruptcy protection in the us,1
man utd to open books to glazer manchester united s board has agreed to give us tycoon malcolm glazer access to its books,1
irish markets reach all-time high irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts,1
krispy kreme shares hit shares in krispy kreme doughnuts have taken a dunking on wall street after the firm revealed it would have to restate its 2004 financial reports,1
saudi ncci s shares soar shares in saudi arabia s national company for cooperative insurance (ncci) soared on their first day of trading in riyadh,1
india and iran in gas export deal india has signed a $40bn (£21bn) deal to import millions of tonnes of liquefied natural gas from iran,1
japan economy slides to recession the japanese economy has officially gone back into recession for the fourth time in a decade,1
optimism remains over uk housing the uk property market remains robust despite the recent slowdown  according to mortgage lender bradford & bingley and housebuilder george wimpey,1
italy to get economic action plan italian prime minister silvio berlusconi will unveil plans aimed at kickstarting the country s sputtering economy on thursday night in rome,1
steel firm  to cut  45 000 jobs mittal steel  one of the world s largest steel producers  could cut up to 45 000 jobs over the next five years  its chief executive has said,1
barclays shares up on merger talk shares in uk banking group barclays have risen on monday following a weekend press report that it had held merger talks with us bank wells fargo,1
india seeks to boost construction india has cleared a proposal allowing up to 100% foreign direct investment in its construction sector,1
us in eu tariff chaos trade row the us has asked the world trade organisation to investigate european union customs tariffs  which it says are inconsistent and hamper trade,1
china s shanda buys stake in sina chinese online game operator shanda interactive entertainment has bought a 20% stake in sina  the country s biggest internet portal firm,1
winemaker rejects foster s offer australian winemaker southcorp has rejected a takeover offer worth 3,1
making your office work for you our mission to brighten up your working lives continues - and this time  we re taking a long hard look at your offices,1
uk coal plunges into deeper loss shares in uk coal have fallen after the mining group reported losses had deepened to £51,1
vodafone appoints new japan boss vodafone has drafted in its uk chief executive william morrow to take charge of its troubled japanese operation,1
yukos loses us bankruptcy battle a judge has dismissed an attempt by russian oil giant yukos to gain bankruptcy protection in the us,1
house prices drop as sales slow house prices fell further in november and property sale times lengthened as rate rises took their toll  the royal institute of chartered surveyors found,1
dollar drops on reserves concerns the us dollar has dropped against major currencies on concerns that central banks may cut the amount of dollars they hold in their foreign reserves,1
news corp eyes video games market news corp  the media company controlled by australian billionaire rupert murdoch  is eyeing a move into the video games market,1
ore costs hit global steel firms shares in steel firms have dropped worldwide amid concerns that higher iron ore costs will hit profit growth,1
shares hit by ms drug suspension shares in elan and biogen idec plunged on monday as the firms suspended sales of new multiple sclerosis drug tysabri after a patient s death in the us,1
us interest rates increased to 2% us interest rates are to rise for the fourth time in five months  in a widely anticipated move,1
germany calls for eu reform german chancellor gerhard schroeder has called for radical reform of the eu s stability pact to grant countries more flexibility over their budget deficits,1
gold falls on imf sale concerns the price of gold has fallen after the international monetary fund (imf) said it will look at ways of using its gold reserves to provide debt relief,1
bbc poll indicates economic gloom citizens in a majority of nations surveyed in a bbc world service poll believe the world economy is worsening,1
mixed signals from french economy the french economy picked up speed at the end of 2004  official figures show - but still looks set to have fallen short of the government s hopes,1
gazprom  in $36m back-tax claim  the nuclear unit of russian energy giant gazprom is reportedly facing a 1bn rouble ($35,1
cairn shares up on new oil find shares in cairn energy have jumped 6% after the firm said an indian oilfield was larger than previously thought,1
quake s economic costs emerging asian governments and international agencies are reeling at the potential economic devastation left by the asian tsunami and floods,1
stormy year for property insurers a string of storms  typhoons and earthquakes has made 2004 the most expensive year on record for property insurers  according to swiss re,1
tsunami slows sri lanka s growth sri lanka s president has launched a reconstruction drive worth $3,1
qantas sees profits fly to record australian airline qantas has posted a record fiscal first-half profit thanks to cost-cutting measures,1
parmalat founder offers apology the founder and former boss of parmalat has apologised to investors who lost money as a result of the italian dairy firm s collapse,1
profits jump at china s top bank industrial and commercial bank (icbc)  china s biggest lender  has seen an 18% jump in profits during 2004,1
imf  cuts  german growth estimate the international monetary fund is to cut its 2005 growth forecast for the german economy from 1,1
euro firms miss out on optimism more than 90% of large companies around the world are highly optimistic about their economic prospects  a survey of 1 300 bosses suggests,1
ebbers denies worldcom fraud former worldcom chief bernie ebbers has denied claims that he knew accountants were doctoring the books at the firm,1
ad firm wpp s profits surge 15% uk advertising giant wpp has posted larger-than-expected annual profits and predicted that it will outperform the market in 2005,1
khodorkovsky quits yukos shares jailed tycoon mikhail khodorkovsky has transferred his controlling stake in oil giant yukos to a business partner,1
disney settles disclosure charges walt disney has settled charges from us federal regulators that it failed to disclose how family members of directors were employed by the company,1
bargain calls widen softbank loss japanese communications firm softbank has widened losses after heavy spending on a new cut-rate phone service,1
giant waves damage s asia economy governments  aid agencies  insurers and travel firms are among those counting the cost of the massive earthquake and waves that hammered southern asia,1
record year for chilean copper chile s copper industry has registered record earnings of $14,1
sales  fail to boost high street  the january sales have failed to help the uk high street recover from a poor christmas season  a survey has found,1
parmalat sues 45 banks over crash parmalat has sued 45 banks as it tries to reclaim money paid to banks before the scandal-hit italian dairy company went bust last year,1
us adds more jobs than expected the us economy added 337 000 jobs in october - a seven-month high and far more than wall street expectations,1
qatar and shell in $6bn gas deal shell has signed a $6bn (£3,1
ryanair in $4bn boeing plane deal budget airline ryanair has placed an order for 70 boeing 737-800 planes  in a deal valued at $4bn (£2,1
venezuela and china sign oil deal venezuelan president hugo chavez has offered china wide-ranging access to the country s oil reserves,1
millions  to lose textile jobs  millions of the world s poorest textile trade workers will lose their jobs under new trade rules to be introduced in the new year  a charity has warned,1
asia quake increases poverty risk nearly two million people across asia could be thrown into poverty because of the indian ocean tsunami  the asian development bank (adb) has said,1
verizon  seals takeover of mci  verizon has won a takeover battle for us phone firm mci with a bid worth $6,1
us to probe airline travel chaos the us government is to investigate two airlines- us airways and delta air lines  comair subsidiary - after travel chaos over the christmas weekend,1
worldcom director ends evidence the former chief financial officer at us telecoms firm worldcom has finished giving evidence at the trial of his ex-boss bernie ebbers,1
mystery surrounds new yukos owner the fate of russia s yuganskneftegas - the oil firm sold to a little-known buyer on sunday - is the subject of frantic speculation in moscow,1
uk house prices dip in november uk house prices dipped slightly in november  the office of the deputy prime minister (odpm) has said,1
sbc plans post-takeover job cuts us phone company sbc communications said it expects to cut around 12 800 jobs following its $16bn (£8,1
turkey-iran mobile deal  at risk  turkey s investment in iran s mobile industry looks set to be scrapped after its biggest mobile firm saw its investment there slashed by mps,1
indy buys into india paper irish publishing group independent news & media is buying up a 26% stake in indian newspaper company jagran in a deal worth 25m euros ($34,1
honda wins china copyright ruling japan s honda has won a copyright case in beijing  further evidence that china is taking a tougher line on protecting intellectual property rights,1
watchdog probes vivendi bond sale french stock market regulator amf has filed complaints against media giant vivendi universal  its boss and another top executive,1
umbro profits lifted by euro 2004 uk sportswear firm umbro has posted a 222% rise in annual profit after sales of replica england football kits were boosted by the euro 2004 tournament,1
nasdaq planning $100m share sale the owner of the technology-dominated nasdaq stock index plans to sell shares to the public and list itself on the market it operates,1
could yukos be a blessing in disguise  other things being equal  the notion of entrepreneurs languishing in jail while their companies are sold off for a song ought to be bad for business,1
uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme,1
us retail sales surge in december us retail sales ended the year on a high note with solid gains in december  boosted by strong car sales,1
palestinian economy in decline despite a short-lived increase in palestinian jobs in 2003  the economy is performing well below its potential  said a world bank report,1
georgia plans hidden asset pardon georgia is offering a one-off  tax amnesty  to people who hid their earnings under the regime of former president eduard shevardnadze,1
call centre users  lose patience  customers trying to get through to call centres are getting impatient and quicker to hang up  a survey suggests,1
executive trio leave aer lingus three senior executives of ireland s state-owned airline  aer lingus  are set to leave early on 28 january after accusations of a conflict of interest,1
j&j agrees $25bn guidant deal pharmaceutical giant johnson & johnson has agreed to buy medical technology firm guidant for $25,1
uk economy facing  major risks  the uk manufacturing sector will continue to face  serious challenges  over the next two years  the british chamber of commerce (bcc) has said,1
liberian economy starts to grow the liberian economy started to grow in 2004  but  sustained and deep reform efforts  are needed to ensure long term growth  the international monetary fund (imf) has said,1
ec calls truce in deficit battle the european commission (ec) has called a truce in its battle with france and germany over breaching deficit limits,1
world leaders gather to face uncertainty more than 2 000 business and political leaders from around the globe are arriving in the swiss mountain resort davos for the annual world economic forum (wef),1
manufacturing recovery  slowing  uk manufacturing grew at its slowest pace in one-and-a-half years in january  according to a survey,1
brazil plays down varig rescue the brazilian government has played down claims that it could step in to save the country s biggest airline,1
split-caps pay £194m compensation investors who lost money following the split-capital investment trust scandal are to receive £194m compensation  the uk s financial watchdog has announced,1
worldcom director admits lying the former chief financial officer at us telecoms firm worldcom has admitted before a new york court that he used to lie to fellow board members,1
fao warns on impact of subsidies billions of farmers  livelihoods are at risk from falling commodity prices and protectionism  the un s food & agriculture organisation has warned,1
banker loses sexism claim a former executive at the london offices of merrill lynch has lost her £7,1
egypt to sell off state-owned bank the egyptian government is reportedly planning to privatise one of the country s big public banks,1
bmw cash to fuel mini production less than four years after the new mini was launched  german car maker bmw has announced £100m of new investment,1
bmw to recall faulty diesel cars bmw is to recall all cars equipped with a faulty diesel fuel-injection pump supplied by parts maker robert bosch,1
lufthansa may sue over bush visit german airline lufthansa may sue federal agencies for damages after the arrival of us president george w bush disrupted flights,1
giving financial gifts to children your child or grandchild may want the latest toy this christmas  but how about giving them a present that will help their financial future   gifts of the financial variety might have a longer lasting impact,1
tsunami to cost sri lanka $1,1
iran budget seeks state sell-offs iran s president  mohammad khatami  has unveiled a budget designed to expand public spending by 30% but loosen the islamic republic s dependence on oil,1
rover deal  may cost 2 000 jobs  some 2 000 jobs at mg rover s midlands plant may be cut if investment in the firm by a chinese car maker goes ahead  the financial times has reported,1
mexican in us send $16bn home mexican labourers living in the us sent a record $16,1
soros group warns of kazakh close the open society institute (osi)  financed by billionaire george soros  has accused kazakhstan officials of trying to close down its local office,1
booming markets shed few tears the market  former british government minister michael heseltine once said  has no morality,1
fed chief warning on us deficit federal reserve chairman alan greenspan has warned that allowing huge us budget deficits to continue could have  severe  consequences,1
saudi ministry to employ women women will be employed in saudi arabia s foreign ministry for the first time this year  foreign minister prince saud al-faisal has been reported as saying,1
further rise in uk jobless total the uk s jobless total rose for the second month in a row in december  official figures show,1
china had role in yukos split-up china lent russia $6bn (£3,1
karachi stocks hit historic high the karachi stock exchange (kse) has recorded its largest single day gain  surging 3,1
golden rule boost for chancellor chancellor gordon brown has been given a £2,1
weak dollar hits reuters revenues at media group reuters slipped 11% during 2004  mainly due to the weakness of the dollar  the group said,1
survey confirms property slowdown government figures have confirmed a widely reported slowdown of the uk s housing market in late 2004,1
mci shares climb on takeover bid shares in us phone company mci have risen on speculation that it is in takeover talks,1
wmc says xstrata bid is too low australian mining firm wmc resources has said it is worth up to 30% more than a hostile 7,1
china aviation seeks rescue deal scandal-hit jet fuel supplier china aviation oil has offered to repay its creditors $220m (£117m) of the $550m it lost on trading in oil futures,1
feta cheese battle reaches court a row over whether only greece should be allowed to label its cheese feta has reached the european court of justice,1
us trade gap ballooned in october the us trade deficit widened by more than expected in october  hitting record levels after higher oil prices raised import costs  figures have shown  the trade shortfall was $55,1
german bidder in talks with lse deutsche boerse bosses have held  constructive  professional and friendly  talks with the london stock exchange (lse)  its chief has said,1
egypt and israel seal trade deal in a sign of a thaw in relations between egypt and israel  the two countries have signed a trade protocol with the us  allowing egyptian goods made in partnership with israeli firms free access to american markets,1
absa and barclays talks continue south africa biggest retail bank absa has said it is still in talks with uk bank barclays over the sale of majority stake in the group,1
europe asks asia for euro help european leaders say asian states must let their currencies rise against the us dollar to ease pressure on the euro,1
us airways staff agree to pay cut a union representing 5 200 flight attendants at bankrupt us airways have agreed to a new contract that cuts pay by nearly 10%,1
bmw drives record sales in asia bmw has forecast sales growth of at least 10% in asia this year after registering record sales there in 2004,1
$1m payoff for former shell boss shell is to pay $1m (£522 000) to the ex-finance chief who stepped down from her post in april 2004 after the firm over-stated its reserves,1
gaming firm to sell uk dog tracks six uk greyhound tracks have been put up for sale by gaming group wembley as part of a move which will lead to the break-up of the group,1
us prepares for hybrid onslaught sales of hybrid cars in the us are set to double in 2005  research suggests,1
golden economic period  to end ten years of  golden  economic performance may come to an end in 2005 with growth slowing markedly  city consultancy deloitte has warned,1
id theft surge hits us consumers almost a quarter of a million us consumers complained of being targeted for identity theft in 2004  official figures suggest,1
wembley firm won t make a profit shares in multiplex group  which is building the new wembley stadium  fell as much as 19% after it said it would not make any money on the project,1
india s deccan seals $1,1
jarvis sells tube stake to spain shares in engineering group jarvis have soared more than 16% on news that it is offloading its stake in london underground consortium tube lines,1
astrazeneca hit by drug failure shares in anglo-swedish drug have closed down 8% in uk trade after the failure of its iressa drug in a major clinical trial,1
hyundai to build new india plant south korea s hyundai motor has announced that it plans to build a second plant in india to meet the country s growing demand for cars,1
worldcom bosses  $54m payout ten former directors at worldcom have agreed to pay $54m (£28,1
continental  may run out of cash  shares in continental airlines have tumbled after the firm warned it could run out of cash,1
yukos unit fetches $9bn at auction a little-known russian company has bought the main production unit of oil giant yukos at auction in moscow,1
takeover rumour lifts exel shares shares in storage and delivery firm exel closed up 9% at a two-and-a-half year high on tuesday on speculation it is to receive an imminent takeover bid,1
fannie mae  should restate books  us mortgage company fannie mae should restate its earnings  a move that is likely to put a billion-dollar dent in its accounts  watchdogs have said,1
yukos unit buyer faces loan claim the owners of embattled russian oil giant yukos are to ask the buyer of its former production unit to pay back a $900m (£479m) loan,1
qantas considers offshore option australian airline qantas could transfer as many as 7 000 jobs out of its home country as it seeks to save costs  according to newspaper reports,1
wipro beats forecasts once again wipro  india s third-biggest software firm  has reported a 60% rise in profit  topping market expectations,1
worldcom ex-boss launches defence lawyers defending former worldcom chief bernie ebbers against a battery of fraud charges have called a company whistleblower as their first witness,1
us gives foreign firms extra time foreign firms have been given an extra year to meet tough new corporate governance regulations imposed by the us stock market watchdog,1
mitsubishi in peugeot link talks trouble-hit mitsubishi motors is in talks with french carmaker psa peugeot citroen about a possible alliance,1
