message,Y
So many of of you has not been done with the survey I shared earlier regarding international faculty,1
Intro to ML class shifted from 9 AM to 1 PM today.,1
"Today is viva for B2, Plz convey it to B2",1
OOPS Assignment 3 due date: 22 April,1
This is the list of program electives for 5th sem:,1
1. IT Infrastructure Landscape Overview,1
2. Introduction to Internet of Things,1
Please fill in your choice next to your name by 12:30 PM today.,1
": And for B2, Lab viva will take place on Friday for topics provided earlier by Amit sir in EMAIL.",1
B2 start doing.. some connectivity issue at my side,1
"Dear All,",1
"We will schedule today’s class some other day, busy somewhere.",1
"Dear all,",1
Small test at 5:00 PM today on BB,1
"Okay, so i will give you guest link and we will merge two classes and will finish thread today",1
3-4 are you all free tomorrow?,1
Today you will have quiz-2. You can attend this test in between 2.00-8.00 PM. The questions will be,1
I have an exam duty at 10 AM. There will be no lab class today. Sorry for inconvenience. In upcoming,1
I am not feeling well after second dose of vaccination. I am cancelling all classes in this week. St,1
"The technical quiz (I) is scheduled on 31 March, 2021 [Wednesday, 11:45 To 12:00]. As to suffice ass",1
"C2_CSE1007_JAVA PROGRAMMING_WINTER_2021 Dear Students, As informed last week, Please join for the Fr",1
"L21+L22_CSE1007_Java Programming Dear Students, join in the Thursday_lab channel for the Lab class t",1
"First surprise quiz will be conducted on next week. Out of two theory classes, quiz will be conducte",1
"Next Wednesday onward, project reviews will be conducted. It will happened in three processes which",1
First review-1 will be conducted on Saturday (27th March) at 12.00 noon. You have to present through,1
"Dear students, today class (3.00 to 3.45) will be compensated to some other day due to academic work",1
Dear students,1
Please check ur cat 1 marks in codetantra. Those who need to apply recat please fill the google form,1
DCN theory quiz 1 on tuesday 3 PM. Everyone will receive mail shortly.,1
Assignment#2 sent. File is doc named assignment #3. Don't get confuse its assignment#2 only.  Submis,1
Viva on 29/4/2021@2:00-3:00 in DCN lecture,1
Kindly circulate.,1
"For DCN Assignment 2, sir had accidentally set the deadline at 11:59 AM.  He has now changed it to 1",1
The grading  assessment for students having re appear s  to be done along with the,1
grading  assessment of regular students on similar lines,1
OS Class will be on Monday at 11:35 am instead of the regular timings,1
Important: All those who have filled the Superset form need not fill it again Placement cell will co,1
The students of 2na semester of all B Tech programmes may complete registration process of,1
2nd semester as per above schedule  if the same is pending The last date of registration will not be,1
extended further in any case  therefore  the students are advised to adhere the revised last date fo,1
The Open Elective course has been provisionally,1
allotted to the students on the basis of choices and CGPA up to 6th semester The list of students pr,1
Notification  Academic  Notification & also uploaded on announcement for information and,1
necessary action,1
Any query  discrepancy in the allotment of Open Elective may be brought to the notice of Academic Se,1
Entertained,1
Marks as obtained in the first sessional to be considered for the second  sessional,1
ln case  a student has not appeared in first  sessional  the marks to be awarded based on online  of,1
The benefit of assignments  etc be also given to the students who have appeared in first  sessional,1
Marks as obtained in the first endsem sessional to be considered for the second endsem,1
ln case  a student has not appeared in first endsem  the marks to be awarded based on online  offlin,1
The benefit of assignments  etc  be also given to the students who have appeared in first endsem by,1
It is must for the student who need placement/internship support to get enrolled in respective  Goog,1
All to fill the form ASAP,1
Class in Cancelled,1
Exams to start form Monday,1
Assignment deadline extended to Monday,1
Assignment deadline extended to 12th March,1
The teacher is on leave today,1
No class to be held today,1
Class postponed to Monday,1
All to attend the meeting,1
Syllabus for the exam has been reduced,1
No lab today,1
No lab today,1
Assignment to be submitted by Tuesday,1
As per some seniors,1
a bit discussion abt the FAQs........,1
details like achievements/projects/skills etc. can be edited after enrolling too,1
but till what date or what extend is not answered by tnp!,1
they've only replied that during internship drives the editing things won't be allowed.,1
there's no limit in how many companies we can apply on-campus.,1
once a candidate is selected for an internship under a company then he/she will be declined for futu,1
It gives us immense pleasure and satisfaction to play a crucial role in organizing the first ever AI,1
In order to give you all an introduction about AI as well as to give more competition related inform,1
Do not miss this great opportunity as it would not just enhance your knowledge in AI but also give y,1
Date : 6th April,1
Time : 5:30 pm - 6:30 pm,1
the link can guide to the basics of using and filling and enrollment @superset,1
kindly enroll by today,1
If any student is still remaining to enroll at the superset platform,1
Make sure to do it before Friday,1
This form has been created on the demand of HOD.(Computer Department) Mayank Dave. It is to collect,1
Filling the form is compulsory,1
Meet link :,1
Software Engineering extra class Tomorrow 4-5 pm,1
Software Engineering Test on 2nd March 9-10 am,1
All DCN assignments to be completed by 4th March.,1
Today's class will be reschedule. Kindly convey to your batch.,1
Software Engineering and Project Management Midsem Examination:,1
Date: 9th March (Tuesday),1
Time: 11 a.m. to 12 p.m.,1
"The dataset that sir explained in the class (T1,T2 wala) is the electronic dataset.",1
Everyone please fill the international faculty feedback form asap,1
#NAME?,1
Tomorrow is the  public holiday so the test postponed to Saturday. Please convey to all. Schedule I,1
Today it will start from 3PM.. subjective pattern,1
So many of of you has not been done with the survey I shared earlier regarding international faculty,1
Intro to ML class shifted from 9 AM to 1 PM today.,1
"Today is viva for B2, Plz convey it to B2",1
OOPS Assignment 3 due date: 22 April,1
This is the list of program electives for 5th sem:,1
1. IT Infrastructure Landscape Overview,1
2. Introduction to Internet of Things,1
Please fill in your choice next to your name by 12:30 PM today.,1
": And for B2, Lab viva will take place on Friday for topics provided earlier by Amit sir in EMAIL.",1
B2 start doing.. some connectivity issue at my side,1
"Dear All,",1
"We will schedule today’s class some other day, busy somewhere.",1
"Dear all,",1
Small test at 5:00 PM today on BB,1
"Okay, so i will give you guest link and we will merge two classes and will finish thread today",1
3-4 are you all free tomorrow?,1
Today you will have quiz-2. You can attend this test in between 2.00-8.00 PM. The questions will be,1
I have an exam duty at 10 AM. There will be no lab class today. Sorry for inconvenience. In upcoming,1
I am not feeling well after second dose of vaccination. I am cancelling all classes in this week. St,1
"The technical quiz (I) is scheduled on 31 March, 2021 [Wednesday, 11:45 To 12:00]. As to suffice ass",1
"C2_CSE1007_JAVA PROGRAMMING_WINTER_2021 Dear Students, As informed last week, Please join for the Fr",1
"L21+L22_CSE1007_Java Programming Dear Students, join in the Thursday_lab channel for the Lab class t",1
"First surprise quiz will be conducted on next week. Out of two theory classes, quiz will be conducte",1
"Next Wednesday onward, project reviews will be conducted. It will happened in three processes which",1
First review-1 will be conducted on Saturday (27th March) at 12.00 noon. You have to present through,1
"Dear students, today class (3.00 to 3.45) will be compensated to some other day due to academic work",1
Dear students,1
Please check ur cat 1 marks in codetantra. Those who need to apply recat please fill the google form,1
DCN theory quiz 1 on tuesday 3 PM. Everyone will receive mail shortly.,1
Assignment#2 sent. File is doc named assignment #3. Don't get confuse its assignment#2 only.  Submis,1
Viva on 29/4/2021@2:00-3:00 in DCN lecture,1
Kindly circulate.,1
"For DCN Assignment 2, sir had accidentally set the deadline at 11:59 AM.  He has now changed it to 1",1
OOPS Quiz,1
Robotics class at 6 Pm tomorrow is optional.,1
DCN Quiz 2 today at 7:00 PM,1
Today 3-4 PM,1
"Dear all, great to have a group like this for interaction under given circumstances. We have several",1
Bangalore Chamber of Industry and Commerce (BCIC) in association with Visvesvaraya Technological Uni,1
The intent is to promote excellence in Innovation amongst the Engineering/Graduation Students lookin,1
AccelATHON 1.0 had participation of ~400 students in ~80 different teams from across various college,1
*Prizes,1
A total cash prize of Rs. 1 lac will be given out to 6 top entries,1
"1st prize of Rs. 30,000,",1
"2x2nd prize of Rs. 20,000 each",1
"3x3rd prize of Rs.10,000 each",1
Team Size: 2-5 Students,1
Awards: There will be a cash prize to top 6 winners.,1
Internships: There will be a number of Paid Internships that will be awarded by the industry partner,1
We invite you all and your fellow students in your and other colleges to take part in the wonderful,1
SKILLENZA LAUNCHES OFF-CAMPUS HACK SEPTEMBER EDITION:,1
"The job market is more competitive than it was ever before. Many companies, convinced by the effecti",1
And the good work continues! We are back with another glorious opportunity for Fresh Graduates of 20,1
In case there are any issues with assignments in CH1140 please make changes in your groups before 29,1
Notify any such changes to me.,1
Thanks,1
I have observed some confusion wrt submission of assignments. I would like to clarify that the Deans,1
Thank you!,1
I apologize for a delayed response but let me make,1
this clear that the CR team requested that the assignments for MP be graded.,1
"Consequently, the assignments will be graded. Please",1
do make it a point to submit it as per schedule.,1
This was confirmed yesterday and I'm really sorry about the delay,1
Are you'll okay if the Applied chem doubt session scheduled for friday 4-5:30 gets postponed to Satu,1
Friday Cal 2 final exam is from 6-8 so some ppl have requested...changes,1
Please respond to the poll ill post very quickly. Thanks in advance,1
Please dont say both are okay....rather dont vote if that is the case 2,1
"Thank you for the suggestion, It will be good to have the",1
from 3-4 pm then. This should also eliminate the possibility of,1
"We have a starboard now, which works like a trending page type thing;",1
"So whenever you see someone mention some feedback (academic or otherwise) that you agree with, just",1
"Reacting to your own message also counts. If there are enough (""enough""=5) stars on the message, it'",1
You can pin messages from any channel btw,1
Today's ICE lec got pushed to next Friday (29th January) due to low attendance.,1
if your name is barely visible or something just pick a color,1
it's in the pins on #general,1
or here you go,1
https://discord.com/channels,1
please take note of the above. Whoever resorted to this weird way of cheating.....well RIP.....they,1
The next assessment for LA1760 (Shuhita,1
"Bhattacharjee) will be conducted on 10th Feb, Wednesday. The assessment will have 3 questions of whi",1
The assessment will be uploaded on 10th Feb itself approximately by 11:30 hours and the responses sh,1
be submitted in the Google Classroom (code: d6ofp76) by 13:10 (approx). You will also be required to,1
"Good afternoon sir,",1
"Thank you for the suggestion, It will be good to have the class from 3-4 pm then. This should also e",1
Thank you!,1
Today's ICE class had the following discussions: 1) The group project will be replaced by a report,1
writing guidelines for which will be uploaded shortly. Some bullets,1
Own words,1
Introduction,1
Choose topics for ChemE Positive aspects (Applications),1
Negative aspects (Challenges) Improvements (on negative aspects),1
Conclusion,1
References (Bibliography,1
Please note the following clarifications regarding course registration:,1
EM3020 : Introduction to Entrepreneurship,1
This one needs to be registered with elective type Basic Sciences.,1
Scrap the code FC3656. It is incorrect,1
this announcement is for the course CH1140.,1
As described by Suhanya ma'am we will have to solve and submit assignments in groups of 2 or 3. You,1
The below google form is to be filled by one person from each group only. He/she may do so by the 15,1
The form can be edited after filling so you may,1
Are you in favour of grading assignments for ICE By grading we mean giving more weight-age to the as,1
Yes or No question.,1
A majority (25 or more) in favour will tell me that the request must reach sir.,1
Atleast assignments 3 and 4 can be asked to get graded.,1
Please note the following clarifications regarding course registration:,1
Regarding tasks on AIMS. Please note:,1
1)    If a particular professor did not teach you you still fill in the form and select N/A option f,1
"2)    For NSO & NSS, the feedback will be disabled soon. You need not give feedback for them.",1
"3)    Also, Academic pre registration has been dismissed for this semester. Registration info will b",1
People who do not show up for today's exam in the google meet will be getting an F grade,1
CH1140,1
All assignment questions are from Cengel ..each TA group gets a different set. Altho the solutions a,1
"First one will get assigned today, most likely Also, BT1010 classroom created",1
I need some help from u guys and I'd be very grateful if it were done faster than usual,1
Below is a google doc attached and you'll have access to edit it.,1
I request you to state problems (in the sheet) that you face exclusively due to online semesters. St,1
being on campus would've been better. We are trying to make things a bit more bearable.,1
"Hello @everyone,",1
"Please note the below points and acknowledge them with a """,1
"1.The ""Personality Development"" course will not be taught in this semester. Need not worry about its",1
2.The course CH1031: Applied Chemistry Lab still needs to stay registered on AIMS. I am quoting our,1
'''Please keep the course CH1031 registered! It is very important. When the offline semester starts,1
"If you don't register, only time to do it will be fourth semester, and new course code will have to",1
Do not forget to act accordingly and acknowledge this text before 11:59pm today,1
"CPC test discussion on 10/04/21, 10am",1
"Please be present, no requests for anything related to test/test marks will be entertained after the",1
(PS : Students who did not write the test will not be,1
entertained unless it was a medical emergency),1
"everyone CPC test discussion on 10/04/21 , 10am Please be present, no requests for anything",1
There is a change of timings (due to unavailability of TA). No session for now. New timings will be,1
#NAME?,1
this announcement is for the course CH1140.,1
As described by Suhanya ma'am we will have to solve and submit assignments in groups of 2 or 3. You,1
The below google form is to be filled by one person from each group only. He/she may do so by the 15,1
The form can be edited after filling so you may change your groups before a new assignment arrives.,1
"Please note the below points and acknowledge them with a """,1
"1.The ""Personality Development"" course will not be taught in this semester. Need not worry about its",1
2.The course CH1031: Applied Chemistry Lab still needs to stay registered on AIMS. I am quoting cur,1
For CPC lec recording,1
"Incase someone doesnt know how to check if they have the recording or not,",1
Go to Google Drive => Files Section (bottom right) => Meet Recordings,1
CPC doubts session tomorrow 11:00 -11:55 am,1
CPC test discussion on 10/04/21 . 10am,1
For CPC lec recording,1
"Incase someone doesnt know how to check if they have the recording or not,",1
Go to Google Drive => Files Section (bottom right) => Meet Recordings,1
CPC doubts session tomorrow 11:00 -11:55 am,1
CPC test discussion on 10/04/21 . 10am,1
Small feedback link looking for needed improvements as a CR,1
here : https://freesuggestionbox.com/pub/wtxvryu,1
PS : Its Anonymous (edited),1
CPC Doubts class,1
"13 3pm, today. llam, tomorrow.",1
For CPC lec recording,1
"Incase someone doesnt know how to check if th have the recording or not,",1
Please take note :,1
1)    Tomorrow's CPC class will be conducted from 14:00-15:00 instead of the regular class timings.,1
"2)    On the coming Tuesday (27th April), we will have a small evaluation for CPC in the regular cla",1
3)    The results of the 1st CPC test will be released soon by some or the other means.,1
There is generally a lot of awkwardness/silence in the CPC class. Is it because the class is not und,1
"At any rate, let me know if there are any concerns as such. I will try to resolve them for sure.",1
Thanks!,1
Please take note :,1
1)    Tomorrow's CPC class will be conducted from 14:00-15:00 instead of the regular class timings.,1
"On the coming Tuesday (27th April), we will have a small evaluation for CPC in the regular class tim",1
We will be missing our tutorial session for ID1054 tomorrow due to the institute holiday while the o,1
Please be present.,1
Thanks!,1
Lec 12 and 13 will be problem solving classes. Lec 12 will be recorded and 13 will be live. Please a,1
"Anish Ambavat Apr 15, 2021 12:16 PM Hi @everyone,",1
There is generally a lot of awkwardness/silence in the CPC class. Is it because the class is not und,1
"At any rate, let me know if there are any concerns as",1
"Hii @everyone,",1
I need some help from u guys and I'd be very grateful if it were done faster than usual,1
Below is a google doc attached and you'll have access to edit it.,1
I request you to state problems (in the sheet) that you face exclusively due to online semesters. St,1
State your problem(s) as points. Thank you : ),1
Doc : https://docs.google.com/document/d/ls-3tNG1xzi3 kpXi_KV4HT7DZ-nVWqWkpvwAjWk3e4oc/edit ?usp=sha,1
"Google Docs - create and edit documents online, for free.",1
"Create a new document and edit with others at the same time -- from your computer, phone or tablet.",1
@everyone,1
In case there are any issues with assignments in CH114O please make changes in your groups before 29,1
Notify any such changes to me.,1
Thanks,1
I would like to clarify that the Deans mail stands with immediate effect. You will not face any dedu,1
board exams  which are scheduled to begin next month  in light of the ongoing surge in Covid 19 case,1
nstitute of Malaria Research  the institute said  The device provides a sensitive  rapid and field d,1
minimum emissions The algorithms  application can be extended to determine other variables such as t,1
one with four propellers and a flexible chassis that does not cause mid air turbulence despite its a,1
ast year  under the four year undergraduate programme  students were only allowed to choose the cour,1
situation has normalised  the pending exams will be held in July It further said extension of six mo,1
academic calendar he tweeted  A full refund of fees will be made [for  cancellation of admissions  m,1
ly three out of the 62 colleges secured the second highest grade  A+  The three colleges were Shri R,1
bled  SCs and STs  and those belonging to families with annual income less than ‚Çπ1 lakh Earlier  t,1
The circular also called gatecrashing a wedding  unethical  immoral and uncivilised behaviour  Colle,1
be taken next month in an NIT council meeting chaired by HRD Minister Smriti Irani The institutes cu,1
dureka! and the career service team a learner said With curriculum content curated by NITW professor,1
d events  promises to have cash prizes worth ‚Çπ12 lakh The fest also features free concerts by Amit,1
both electrodes The model sets aside the requirement of toxic  costly  and heavy transitional metals,1
dras High Court banned them from recruiting students from IITs  as it was unfair to students from ot,1
e donation in the name of his mother and elder siblings Gupta studied computer science engineering a,1
said that the termination was a normal and lawful practice The administration has also reportedly ta,1
ffer is probably the highest ever across IITs in recent years Other big offers were from Samsung Rs,1
t a  dhobi ghat totalling a 3 000 square meter surface area  to a commercial super capacitor With th,1
nearly doubled from ‚Çπ89 000 to ‚Çπ1  6 lakh in four years This does not include hostel  mess fees,1
mance in previous semester  i  e SGPA  only ln the situations where SGPA of previous semester is not,1
fter this date no query regarding Open Elective allotment will be,1
Tnp office.,1
ccording to students ease. Please fill this form by tomorrow,1
ease ask everyone to get it done by today itself. In case of any issue please let me know.,1
ord it.,1
fter this date no query regarding Open Elective allotment will be,1
Tnp office.,1
ccording to students ease. Please fill this form by tomorrow,1
ease ask everyone to get it done by today itself. In case of any issue please let me know.,1
ord it.,1
ou all to look for opportunities available at mic.gov.in (MHRD INNOVATION CELL) and participate. Whe,1
"n 12th November, 2020 to 30th November, 2020. The theme of this Hackathon is ‚ÄúSocial Innovation us",1
attached paper.,1
ices. Our platform has successfully demonstrated in the past with creating relevant assessment tools,1
ing skills and give the deserving students a chance to shape their own future!,1
issions till the 31st of May.,1
n if necessary.,1
.,1
submit the assignment.,1
.,1
"ill have a tutorial class on 17th April, Saturday :10 -12.",1
te Exams  CISCE  students are rallying together to call for the postponement of Class 10 and 12,1
lso creating awareness among students and parents to follow all Covid safety guidelines,1
h and frontline workers  and those aged 45 and above,1
of the second wave of the pandemic,1
sults within an hour The device had been clinically tested in collaboration with the National I,1
C  engines in vehicles so that their operation can be optimised for maximum fuel efficiency and,1
hat changes its shape to fit the size of the package to be lifted It is a rectangular shaped dr,1
the students applying for this year s admission  the option of choosing the college they want L,1
hile it will commence from September 1 for new students It added that states where coronavirus,1
has announced  In view of COVID 19 pandemic  the Commission has approved UGC guidelines of the,1
nt conducted by the National Accreditation and Assessment Council  an autonomous body of UGC On,1
to ‚Çπ1  25 lakh per annum Further  a total fee waiver has been approved for the differently a,1
nts to  desist  from gatecrashing weddings  else disciplinary action will be taken against them,1
nly consider the JEE Mains score during admissions from next year A final decision is likely to,1
telligence & Machine Learning  I ve received more interview calls than ever  big shout out to e,1
the theme of The Orient  the Oriental Odyssey  with upcoming Pro shows  workshops  informals an,1
ries They have developed a 5V Dual Carbon Battery utilising self standing carbon fibre mats as,1
logy  Bombay  according to reports The firms make a comeback to IIT campuses two years after Ma,1
of a chair in Quantum Computing at the institute Prashant Gupta  a 1995 batch alumnus  made th,1
arch scholars  for not performing satisfactorily despite various warnings The Dean of Academics,1
5 cr salary package to three students at IIT Kharagpur  sources at the institute revealed The o,1
ate electricity from clothes drying in an open space The team connected 50 wet clothes drying a,1
nistration s decision to raise the tuition fee by 15% Students claimed that the tuition fee was,1
winter session  should be completed by January 9  2021,1
basis of the internal evaluation  assessment and the remaining 50% marks on the basis of perfor,1
ntact them via email,1
r registration in this semester,1
ovisionally allotted Open Elective course is uploaded on institute website under  Academic,1
ction latest by 05:00 PM  L4  0t  2021  Thursday[a]  through email on academic@nitkkr  ac  in A,1
fline assignments  etc for the purpose of internal assessment,1
by upscaling the marks in first  assessment,1
e assignments  etc for the purpose of internal assessment,1
upscaling the marks in first endsem  assessment,1
le group. For adding students to Google group you can share their email ids (nitkkr domain)with,1
re rounds.,1
competition of our college.,1
education,1
ou a chance to be a member of KAIR too.,1
arrival details of students such that MID Sem - 2 for CSE and IT (4th sem) can be rescheduled a,1
will share.,1
feedback which is mandatory and suppose to be done by 7 Apr 2021. So it is requested you to pl,1
from module- 3 and 5. Duration of the test is 20 mins.,1
classes I shall try to componsate the classes.,1
ay safe and healthy. Thank you.,1
"ignment activity, the reference materials are attached in TB2-Class Materials.",1
iday Re-scheduled class from 7.00pm on(02-03-2021) in this channel. Thank you,1
omorrow.,1
d at any day. Duration of the test-15 mins. You will have objective questions in the test.,1
will be completed at last instructional day.,1
PPT. Max slides-5.,1
. this is for your kind information.,1
before 7 pm today without fail. Afterwards papers wont be available in codetantra. Thank you.,1
sion due on 28/04/2021@23:59.,1
1:59 PM so if anyone had already submitted it please submit again or the blackboard won't rec,1
ntact them via email,1
r registration in this semester,1
ovisionally allotted Open Elective course is uploaded on institute website under  Academic,1
ction latest by 05:00 PM  L4  0t  2021  Thursday[a]  through email on academic@nitkkr  ac  in A,1
fline assignments  etc for the purpose of internal assessment,1
by upscaling the marks in first  assessment,1
e assignments  etc for the purpose of internal assessment,1
upscaling the marks in first endsem  assessment,1
le group. For adding students to Google group you can share their email ids (nitkkr domain)with,1
re rounds.,1
competition of our college.,1
ation,1
ou a chance to be a member of KAIR too.,1
arrival details of students such that MID Sem - 2 for CSE and IT (4th sem) can be rescheduled a,1
will share.,1
feedback which is mandatory and suppose to be done by 7 Apr 2021. So it is requested you to pl,1
from module- 3 and 5. Duration of the test is 20 mins.,1
classes I shall try to componsate the classes.,1
ay safe and healthy. Thank you.,1
"ignment activity, the reference materials are attached in TB2-Class Materials.",1
iday Re-scheduled class from 7.00pm on(02-03-2021) in this channel. Thank you,1
omorrow.,1
d at any day. Duration of the test-15 mins. You will have objective questions in the test.,1
will be completed at last instructional day.,1
PPT. Max slides-5.,1
. this is for your kind information.,1
before 7 pm today without fail. Afterwards papers wont be available in codetantra. Thank you.,1
sion due on 28/04/2021@23:59.,1
1:59 PM so if anyone had already submitted it please submit again or the blackboard won't rec,1
opportunities for participation in various innovative ideas for nation building. Would like y,1
"versity (VTU), CPC are organising an Online Hackathon (Accelathon 2.0 Online) to be held betwee",1
g at various Social Challenges that our country faces.,1
s in Karnataka. It churned some wonderful concepts and solutions that are also detailed in the,1
s through this event.*,1
contest.,1
"veness of the trending hiring methodologies, are no longer relying on conventional hiring pract",1
20 - the OFF-CAMPUS HACK SEPTEMBER EDITION! This will help the candidates demonstrate their cod,1
th April.,1
mail stands with immediate effect. You will not face any deductions if you don't make any subm,1
rday?,1
react to that message with :star : i.e.,1
ll get pinned to #star_board where Anish or someone in-charge can find it easily and take actio,1
can track you,1
ch you are expected to answer any 2 (each having 100-350 words).,1
all,1
logon to the Webex link by 12:00 hours,1
liminate the possibility of people missing the lecture due to the test as well.,1
will work with members of your group to discuss and solve problems assigned to your group.,1
"th of March. Groups can be made across branches and years, there are no limitations on the same",1
signments as compared to earlier so that the bad exam is compensated for t:,1
or all given questions.,1
"e mailed by the Academic office, soon.",1
re available online it is highly recommended to solve the questions in your own. 10 days to sub,1
"ate wk,,",1
registration,1
"Faculty Advisor, Anand Mohan sir below;",1
it can be completed even in third semester.,1
be generated which will cause confusion:,1
meet.,1
notified.,1
will work with members of your group to discuss and solve problems assigned to your group.,1
"th of March. Groups can be made across branches and years, there are no limitations on the same",1
Make sure you are present in no more than one group,1
registration,1
"Faculty Advisor, Anand Mohan sir below;",1
This should help you study for the Thermo test.,1
ss timings. The syllabus for the test is whatever topics were covered after the 1st test.,1
erstood or is it something else?,1
This should help you study for the Thermo test.,1
ings. The syllabus for the test is whatever,1
"ther branches will attend their sessions through the week. To prevent falling behind them, we w",1
ttend live class on Apr 16th,1
erstood or is it something else?,1
ate why being on campus would've been better. We are just trying to make things a bit more bear,1
ring,1
Get stuff done with or without an internet connection. Use Docs to edit Word files. Free from G,1
th April.,1
ctions if you don't make any submissions till the 31st of May.,1
s,1
eployable diagnosis of dengue at the early stage it added,1
he state of charge in battery operated vehicles in real time as well,1
djustments In this method of cargo attachment the mass is always centred a researcher said,1
se and they were eligible for colleges where the courses were offered based on cutoffs,1
nths will be granted to MPhil and PhD students,1
igration of students up to November 30 for this session as a special case he added,1
am College of Commerce  Lady Shri Ram College for Women  and Hindu College,1
he yearly fees for IITs was hiked from ‚Çπ90 000 to ‚Çπ2 lakh,1
ge officials said the action was taken after they received complaints from the nearby areas about wedding crashers,1
rrently give 40% weightage to board exam scores and 60% to JEE Mains,1
s  learners get alumni status of E&ICT Academy  NITW  and scholarship up to ‚Çπ75 000,1
